county,date,state,cases,deaths
Cook,2021-01-20,Illinois,437465,9098.0
Cook,2021-01-20,Minnesota,115,0.0
San Francisco,2021-01-21,California,29668,274.0
Cook,2021-01-21,Georgia,1517,33.0
Cook,2021-01-21,Illinois,439118,9148.0
Cook,2021-01-21,Minnesota,115,0.0
San Francisco,2021-01-22,California,29804,275.0
Cook,2021-01-22,Georgia,1527,33.0
Cook,2021-01-22,Illinois,441657,9197.0
Cook,2021-01-22,Minnesota,115,0.0
San Francisco,2021-01-23,California,30030,278.0
Cook,2021-01-23,Georgia,1529,33.0
Cook,2021-01-23,Illinois,443600,9227.0
Cook,2021-01-23,Minnesota,115,0.0
San Francisco,2021-01-24,California,30311,293.0
Cook,2021-01-24,Georgia,1537,33.0
Cook,2021-01-24,Illinois,444927,9243.0
Cook,2021-01-24,Minnesota,116,0.0
San Francisco,2021-01-25,California,30562,293.0
Cook,2021-01-25,Georgia,1539,33.0
Cook,2021-01-25,Illinois,446035,9268.0
Cook,2021-01-25,Minnesota,116,0.0
San Francisco,2021-01-26,California,30737,293.0
Cook,2021-01-26,Georgia,1558,33.0
Cook,2021-01-26,Illinois,447295,9280.0
Cook,2021-01-26,Minnesota,116,0.0
San Francisco,2021-01-27,California,30877,297.0
Cook,2021-01-27,Georgia,1565,33.0
Cook,2021-01-27,Illinois,448546,9305.0
Cook,2021-01-27,Minnesota,116,0.0
San Francisco,2021-01-28,California,31085,308.0
Cook,2021-01-28,Georgia,1574,33.0
Cook,2021-01-28,Illinois,450116,9363.0
Cook,2021-01-28,Minnesota,116,0.0
San Francisco,2021-01-29,California,31196,317.0
Cook,2021-01-29,Georgia,1583,34.0
Cook,2021-01-29,Illinois,451581,9374.0
Cook,2021-01-29,Minnesota,116,0.0
San Francisco,2021-01-30,California,31297,323.0
Cook,2021-01-30,Georgia,1588,35.0
Cook,2021-01-30,Illinois,452742,9374.0
Cook,2021-01-30,Minnesota,117,0.0
San Francisco,2021-01-31,California,31430,324.0
Cook,2021-01-31,Georgia,1591,35.0
Cook,2021-01-31,Illinois,453634,9374.0
Cook,2021-01-31,Minnesota,117,0.0
San Francisco,2021-02-01,California,31566,324.0
Cook,2021-02-01,Georgia,1596,35.0
Cook,2021-02-01,Illinois,454485,9433.0
Cook,2021-02-01,Minnesota,117,0.0
San Francisco,2021-02-02,California,31706,324.0
Cook,2021-02-02,Georgia,1603,36.0
Cook,2021-02-02,Illinois,455138,9456.0
Cook,2021-02-02,Minnesota,116,0.0
San Francisco,2021-02-03,California,31791,328.0
Cook,2021-02-03,Georgia,1607,36.0
Cook,2021-02-03,Illinois,456144,9481.0
Cook,2021-02-03,Minnesota,116,0.0
San Francisco,2021-02-04,California,31986,328.0
Cook,2021-02-04,Georgia,1609,36.0
Cook,2021-02-04,Illinois,457285,9501.0
Cook,2021-02-04,Minnesota,116,0.0
San Francisco,2021-02-05,California,32119,345.0
Cook,2021-02-05,Georgia,1614,36.0
Cook,2021-02-05,Illinois,458600,9532.0
Cook,2021-02-05,Minnesota,116,0.0
San Francisco,2021-02-06,California,32232,345.0
Cook,2021-02-06,Georgia,1615,36.0
Cook,2021-02-06,Illinois,459740,9551.0
Cook,2021-02-06,Minnesota,116,0.0
San Francisco,2021-02-07,California,32440,346.0
Cook,2021-02-07,Georgia,1619,36.0
Cook,2021-02-07,Illinois,460554,9561.0
Cook,2021-02-07,Minnesota,116,0.0
San Francisco,2021-02-08,California,32612,346.0
Cook,2021-02-08,Georgia,1623,36.0
Cook,2021-02-08,Illinois,461118,9579.0
Cook,2021-02-08,Minnesota,116,0.0
San Francisco,2021-02-09,California,32682,346.0
Cook,2021-02-09,Georgia,1634,36.0
Cook,2021-02-09,Illinois,461757,9585.0
Cook,2021-02-09,Minnesota,117,0.0
San Francisco,2021-02-10,California,32785,351.0
Cook,2021-02-10,Georgia,1636,37.0
Cook,2021-02-10,Illinois,462667,9601.0
Cook,2021-02-10,Minnesota,117,0.0
San Francisco,2021-02-11,California,32958,351.0
Cook,2021-02-11,Georgia,1643,37.0
Cook,2021-02-11,Illinois,463581,9655.0
Cook,2021-02-11,Minnesota,117,0.0
San Francisco,2021-02-12,California,33079,359.0
Cook,2021-02-12,Georgia,1644,37.0
Cook,2021-02-12,Illinois,464573,9669.0
Cook,2021-02-12,Minnesota,118,0.0
San Francisco,2021-02-13,California,33182,366.0
Cook,2021-02-13,Georgia,1650,37.0
Cook,2021-02-13,Illinois,465341,9675.0
Cook,2021-02-13,Minnesota,119,0.0
San Francisco,2021-02-14,California,33294,366.0
Cook,2021-02-14,Georgia,1650,37.0
Cook,2021-02-14,Illinois,465914,9690.0
Cook,2021-02-14,Minnesota,118,0.0
San Francisco,2021-02-15,California,33377,366.0
Cook,2021-02-15,Georgia,1653,37.0
Cook,2021-02-15,Illinois,466422,9714.0
Cook,2021-02-15,Minnesota,118,0.0
San Francisco,2021-02-16,California,33457,372.0
Cook,2021-02-16,Georgia,1660,37.0
Cook,2021-02-16,Illinois,466870,9738.0
Cook,2021-02-16,Minnesota,118,0.0
San Francisco,2021-02-17,California,33494,376.0
Cook,2021-02-17,Georgia,1663,37.0
Cook,2021-02-17,Illinois,467424,9747.0
Cook,2021-02-17,Minnesota,119,0.0
San Francisco,2021-02-18,California,33561,376.0
Cook,2021-02-18,Georgia,1670,37.0
Cook,2021-02-18,Illinois,467986,9775.0
Cook,2021-02-18,Minnesota,118,0.0
San Francisco,2021-02-19,California,33653,387.0
Cook,2021-02-19,Georgia,1670,37.0
Cook,2021-02-19,Illinois,468690,9790.0
Cook,2021-02-19,Minnesota,119,0.0
San Francisco,2021-02-20,California,33749,394.0
Cook,2021-02-20,Georgia,1674,37.0
Cook,2021-02-20,Illinois,469379,9800.0
Cook,2021-02-20,Minnesota,119,0.0
San Francisco,2021-02-21,California,33823,394.0
Cook,2021-02-21,Georgia,1675,37.0
Cook,2021-02-21,Illinois,469935,9809.0
Cook,2021-02-21,Minnesota,119,0.0
San Francisco,2021-02-22,California,33894,394.0
Cook,2021-02-22,Georgia,1676,37.0
Cook,2021-02-22,Illinois,470391,9833.0
Cook,2021-02-22,Minnesota,119,0.0
San Francisco,2021-02-23,California,33950,394.0
Cook,2021-02-23,Georgia,1684,37.0
Cook,2021-02-23,Illinois,470933,9846.0
Cook,2021-02-23,Minnesota,119,0.0
San Francisco,2021-02-24,California,33997,394.0
Cook,2021-02-24,Georgia,1693,39.0
Cook,2021-02-24,Illinois,471685,9862.0
Cook,2021-02-24,Minnesota,119,0.0
San Francisco,2021-02-25,California,34064,398.0
Cook,2021-02-25,Georgia,1695,39.0
Cook,2021-02-25,Illinois,472206,9872.0
Cook,2021-02-25,Minnesota,119,0.0
San Francisco,2021-02-26,California,34141,410.0
Cook,2021-02-26,Georgia,1704,39.0
Cook,2021-02-26,Illinois,473194,9894.0
Cook,2021-02-26,Minnesota,119,0.0
San Francisco,2021-02-27,California,34216,412.0
Cook,2021-02-27,Georgia,1713,40.0
Cook,2021-02-27,Illinois,473944,9906.0
Cook,2021-02-27,Minnesota,118,0.0
San Francisco,2021-02-28,California,34263,422.0
Cook,2021-02-28,Georgia,1721,40.0
Cook,2021-02-28,Illinois,474397,9914.0
Cook,2021-02-28,Minnesota,118,0.0
San Francisco,2021-03-01,California,34294,422.0
Cook,2021-03-01,Georgia,1723,40.0
Cook,2021-03-01,Illinois,474885,9924.0
Cook,2021-03-01,Minnesota,118,0.0
San Francisco,2021-03-02,California,34321,422.0
Cook,2021-03-02,Georgia,1730,39.0
Cook,2021-03-02,Illinois,475386,9955.0
Cook,2021-03-02,Minnesota,118,0.0
San Francisco,2021-03-03,California,34390,422.0
Cook,2021-03-03,Georgia,1735,39.0
Cook,2021-03-03,Illinois,476094,9961.0
Cook,2021-03-03,Minnesota,118,0.0
San Francisco,2021-03-04,California,34446,423.0
Cook,2021-03-04,Georgia,1740,39.0
Cook,2021-03-04,Illinois,476835,9972.0
Cook,2021-03-04,Minnesota,118,0.0
San Francisco,2021-03-05,California,34483,426.0
Cook,2021-03-05,Georgia,1742,39.0
Cook,2021-03-05,Illinois,477381,9983.0
Cook,2021-03-05,Minnesota,118,0.0
San Francisco,2021-03-06,California,34529,432.0
Cook,2021-03-06,Georgia,1743,39.0
Cook,2021-03-06,Illinois,478498,10002.0
Cook,2021-03-06,Minnesota,119,0.0
San Francisco,2021-03-07,California,34563,432.0
Cook,2021-03-07,Georgia,1744,39.0
Cook,2021-03-07,Illinois,478884,10008.0
Cook,2021-03-07,Minnesota,119,0.0
San Francisco,2021-03-08,California,34597,436.0
Cook,2021-03-08,Georgia,1744,39.0
Cook,2021-03-08,Illinois,479361,10011.0
Cook,2021-03-08,Minnesota,119,0.0
San Francisco,2021-03-09,California,34637,436.0
Cook,2021-03-09,Georgia,1746,39.0
Cook,2021-03-09,Illinois,479913,10012.0
Cook,2021-03-09,Minnesota,119,0.0
San Francisco,2021-03-10,California,34657,440.0
Cook,2021-03-10,Georgia,1748,39.0
Cook,2021-03-10,Illinois,480487,10020.0
Cook,2021-03-10,Minnesota,121,0.0
San Francisco,2021-03-11,California,34691,440.0
Cook,2021-03-11,Georgia,1753,39.0
Cook,2021-03-11,Illinois,481101,10049.0
Cook,2021-03-11,Minnesota,121,0.0
San Francisco,2021-03-12,California,34725,445.0
Cook,2021-03-12,Georgia,1755,39.0
Cook,2021-03-12,Illinois,481787,10051.0
Cook,2021-03-12,Minnesota,122,0.0
San Francisco,2021-03-13,California,34761,452.0
Cook,2021-03-13,Georgia,1758,40.0
Cook,2021-03-13,Illinois,482424,10064.0
Cook,2021-03-13,Minnesota,122,0.0
San Francisco,2021-03-14,California,34787,455.0
Cook,2021-03-14,Georgia,1758,40.0
Cook,2021-03-14,Illinois,482973,10069.0
Cook,2021-03-14,Minnesota,125,0.0
San Francisco,2021-03-15,California,34813,455.0
Cook,2021-03-15,Georgia,1760,40.0
Cook,2021-03-15,Illinois,483282,10077.0
Cook,2021-03-15,Minnesota,127,0.0
San Francisco,2021-03-16,California,34823,456.0
Cook,2021-03-16,Georgia,1761,40.0
Cook,2021-03-16,Illinois,484146,10086.0
Cook,2021-03-16,Minnesota,128,0.0
San Francisco,2021-03-17,California,34836,456.0
Cook,2021-03-17,Georgia,1761,40.0
Cook,2021-03-17,Illinois,484719,10090.0
Cook,2021-03-17,Minnesota,131,0.0
San Francisco,2021-03-18,California,34876,457.0
Cook,2021-03-18,Georgia,1763,40.0
Cook,2021-03-18,Illinois,485771,10099.0
Cook,2021-03-18,Minnesota,133,0.0
San Francisco,2021-03-19,California,34907,461.0
Cook,2021-03-19,Georgia,1763,40.0
Cook,2021-03-19,Illinois,486730,10101.0
Cook,2021-03-19,Minnesota,134,0.0
San Francisco,2021-03-20,California,34939,461.0
Cook,2021-03-20,Georgia,1764,40.0
Cook,2021-03-20,Illinois,487602,10112.0
Cook,2021-03-20,Minnesota,134,0.0
San Francisco,2021-03-21,California,34971,453.0
Cook,2021-03-21,Georgia,1764,40.0
Cook,2021-03-21,Illinois,488249,10128.0
Cook,2021-03-21,Minnesota,134,0.0
San Francisco,2021-03-22,California,35015,460.0
Cook,2021-03-22,Georgia,1765,40.0
Cook,2021-03-22,Illinois,488793,10144.0
Cook,2021-03-22,Minnesota,135,0.0
San Francisco,2021-03-23,California,35043,462.0
Cook,2021-03-23,Georgia,1767,40.0
Cook,2021-03-23,Illinois,489484,10153.0
Cook,2021-03-23,Minnesota,135,0.0
San Francisco,2021-03-24,California,35074,462.0
Cook,2021-03-24,Georgia,1769,40.0
Cook,2021-03-24,Illinois,490661,10156.0
Cook,2021-03-24,Minnesota,135,0.0
San Francisco,2021-03-25,California,35106,462.0
Cook,2021-03-25,Georgia,1773,40.0
Cook,2021-03-25,Illinois,491512,10166.0
Cook,2021-03-25,Minnesota,135,0.0
San Francisco,2021-03-26,California,35157,468.0
Cook,2021-03-26,Georgia,1775,40.0
Cook,2021-03-26,Illinois,492837,10177.0
Cook,2021-03-26,Minnesota,136,0.0
San Francisco,2021-03-27,California,35189,472.0
Cook,2021-03-27,Georgia,1775,40.0
Cook,2021-03-27,Illinois,493968,10183.0
Cook,2021-03-27,Minnesota,137,0.0
San Francisco,2021-03-28,California,35247,474.0
Cook,2021-03-28,Georgia,1776,40.0
Cook,2021-03-28,Illinois,495050,10190.0
Cook,2021-03-28,Minnesota,137,0.0
San Francisco,2021-03-29,California,35289,474.0
Cook,2021-03-29,Georgia,1776,40.0
Cook,2021-03-29,Illinois,495858,10191.0
Cook,2021-03-29,Minnesota,137,0.0
San Francisco,2021-03-30,California,35294,474.0
Cook,2021-03-30,Georgia,1776,40.0
Cook,2021-03-30,Illinois,496856,10200.0
Cook,2021-03-30,Minnesota,138,0.0
San Francisco,2021-03-31,California,35328,474.0
Cook,2021-03-31,Georgia,1777,40.0
Cook,2021-03-31,Illinois,497885,10220.0
Cook,2021-03-31,Minnesota,139,0.0
San Francisco,2021-04-01,California,35350,474.0
Cook,2021-04-01,Georgia,1788,40.0
Cook,2021-04-01,Illinois,499429,10227.0
Cook,2021-04-01,Minnesota,140,0.0
San Francisco,2021-04-02,California,35389,488.0
Cook,2021-04-02,Georgia,1790,40.0
Cook,2021-04-02,Illinois,500914,10242.0
Cook,2021-04-02,Minnesota,140,0.0
San Francisco,2021-04-03,California,35454,488.0
Cook,2021-04-03,Georgia,1792,40.0
Cook,2021-04-03,Illinois,502207,10248.0
Cook,2021-04-03,Minnesota,140,0.0
San Francisco,2021-04-04,California,35491,489.0
Cook,2021-04-04,Georgia,1793,40.0
Cook,2021-04-04,Illinois,503169,10257.0
Cook,2021-04-04,Minnesota,140,0.0
San Francisco,2021-04-05,California,35528,488.0
Cook,2021-04-05,Georgia,1793,40.0
Cook,2021-04-05,Illinois,504203,10263.0
Cook,2021-04-05,Minnesota,141,0.0
San Francisco,2021-04-06,California,35541,488.0
Cook,2021-04-06,Georgia,1794,40.0
Cook,2021-04-06,Illinois,505380,10264.0
Cook,2021-04-06,Minnesota,141,0.0
San Francisco,2021-04-07,California,35575,488.0
Cook,2021-04-07,Georgia,1796,40.0
Cook,2021-04-07,Illinois,506828,10271.0
Cook,2021-04-07,Minnesota,142,0.0
San Francisco,2021-04-08,California,35621,493.0
Cook,2021-04-08,Georgia,1797,40.0
Cook,2021-04-08,Illinois,508426,10297.0
Cook,2021-04-08,Minnesota,142,0.0
San Francisco,2021-04-09,California,35660,494.0
Cook,2021-04-09,Georgia,1798,40.0
Cook,2021-04-09,Illinois,510006,10301.0
Cook,2021-04-09,Minnesota,144,0.0
San Francisco,2021-04-10,California,35719,497.0
Cook,2021-04-10,Georgia,1801,40.0
Cook,2021-04-10,Illinois,511626,10306.0
Cook,2021-04-10,Minnesota,144,0.0
San Francisco,2021-04-11,California,35777,502.0
Cook,2021-04-11,Georgia,1803,40.0
Cook,2021-04-11,Illinois,512773,10310.0
Cook,2021-04-11,Minnesota,144,0.0
San Francisco,2021-04-12,California,35818,502.0
Cook,2021-04-12,Georgia,1803,40.0
Cook,2021-04-12,Illinois,513888,10326.0
Cook,2021-04-12,Minnesota,144,0.0
San Francisco,2021-04-13,California,35844,506.0
Cook,2021-04-13,Georgia,1805,40.0
Cook,2021-04-13,Illinois,515075,10331.0
Cook,2021-04-13,Minnesota,144,0.0
San Francisco,2021-04-14,California,35872,507.0
Cook,2021-04-14,Georgia,1805,40.0
Cook,2021-04-14,Illinois,516399,10347.0
Cook,2021-04-14,Minnesota,144,0.0
San Francisco,2021-04-15,California,35901,513.0
Cook,2021-04-15,Georgia,1806,41.0
Cook,2021-04-15,Illinois,517808,10357.0
Cook,2021-04-15,Minnesota,144,0.0
San Francisco,2021-04-16,California,35950,517.0
Cook,2021-04-16,Georgia,1807,41.0
Cook,2021-04-16,Illinois,519374,10362.0
Cook,2021-04-16,Minnesota,144,0.0
San Francisco,2021-04-17,California,35996,517.0
Cook,2021-04-17,Georgia,1808,41.0
Cook,2021-04-17,Illinois,520642,10374.0
Cook,2021-04-17,Minnesota,145,0.0
San Francisco,2021-04-18,California,36035,523.0
Cook,2021-04-18,Georgia,1809,41.0
Cook,2021-04-18,Illinois,521694,10379.0
Cook,2021-04-18,Minnesota,146,0.0
San Francisco,2021-04-19,California,36076,525.0
Cook,2021-04-19,Georgia,1810,41.0
Cook,2021-04-19,Illinois,522552,10390.0
Cook,2021-04-19,Minnesota,146,0.0
San Francisco,2021-04-20,California,36097,529.0
Cook,2021-04-20,Georgia,1812,42.0
Cook,2021-04-20,Illinois,523598,10394.0
Cook,2021-04-20,Minnesota,146,0.0
San Francisco,2021-04-21,California,36120,529.0
Cook,2021-04-21,Georgia,1812,42.0
Cook,2021-04-21,Illinois,524592,10402.0
Cook,2021-04-21,Minnesota,148,0.0
San Francisco,2021-04-22,California,36197,529.0
Cook,2021-04-22,Georgia,1813,42.0
Cook,2021-04-22,Illinois,525854,10415.0
Cook,2021-04-22,Minnesota,149,0.0
San Francisco,2021-04-23,California,36221,532.0
Cook,2021-04-23,Georgia,1815,42.0
Cook,2021-04-23,Illinois,527102,10424.0
Cook,2021-04-23,Minnesota,150,0.0
San Francisco,2021-04-24,California,36255,532.0
Cook,2021-04-24,Georgia,1817,42.0
Cook,2021-04-24,Illinois,528337,10433.0
Cook,2021-04-24,Minnesota,152,0.0
San Francisco,2021-04-25,California,36288,532.0
Cook,2021-04-25,Georgia,1817,42.0
Cook,2021-04-25,Illinois,529165,10449.0
Cook,2021-04-25,Minnesota,152,0.0
San Francisco,2021-04-26,California,36313,532.0
Cook,2021-04-26,Georgia,1817,42.0
Cook,2021-04-26,Illinois,530003,10455.0
Cook,2021-04-26,Minnesota,152,0.0
San Francisco,2021-04-27,California,36333,532.0
Cook,2021-04-27,Georgia,1817,42.0
Cook,2021-04-27,Illinois,530975,10466.0
Cook,2021-04-27,Minnesota,153,0.0
San Francisco,2021-04-28,California,36361,533.0
Cook,2021-04-28,Georgia,1817,42.0
Cook,2021-04-28,Illinois,531906,10482.0
Cook,2021-04-28,Minnesota,153,0.0
San Francisco,2021-04-29,California,36385,534.0
Cook,2021-04-29,Georgia,1818,42.0
Cook,2021-04-29,Illinois,533297,10497.0
Cook,2021-04-29,Minnesota,154,0.0
San Francisco,2021-04-30,California,36415,537.0
Cook,2021-04-30,Georgia,1818,42.0
Cook,2021-04-30,Illinois,534462,10507.0
Cook,2021-04-30,Minnesota,155,0.0
San Francisco,2021-05-01,California,36456,538.0
Cook,2021-05-01,Georgia,1819,43.0
Cook,2021-05-01,Illinois,535614,10515.0
Cook,2021-05-01,Minnesota,155,0.0
San Francisco,2021-05-02,California,36499,541.0
Cook,2021-05-02,Georgia,1819,43.0
Cook,2021-05-02,Illinois,536384,10525.0
Cook,2021-05-02,Minnesota,155,0.0
San Francisco,2021-05-03,California,36525,541.0
Cook,2021-05-03,Georgia,1819,43.0
Cook,2021-05-03,Illinois,537224,10542.0
Cook,2021-05-03,Minnesota,155,0.0
San Francisco,2021-05-04,California,36541,541.0
Cook,2021-05-04,Georgia,1821,43.0
Cook,2021-05-04,Illinois,538095,10551.0
Cook,2021-05-04,Minnesota,155,0.0
San Francisco,2021-05-05,California,36553,541.0
Cook,2021-05-05,Georgia,1821,43.0
Cook,2021-05-05,Illinois,539005,10563.0
Cook,2021-05-05,Minnesota,156,0.0
San Francisco,2021-05-06,California,36580,543.0
Cook,2021-05-06,Georgia,1824,43.0
Cook,2021-05-06,Illinois,539645,10575.0
Cook,2021-05-06,Minnesota,156,0.0
San Francisco,2021-05-07,California,36602,543.0
Cook,2021-05-07,Georgia,1824,43.0
Cook,2021-05-07,Illinois,541017,10590.0
Cook,2021-05-07,Minnesota,156,0.0
San Francisco,2021-05-08,California,36619,543.0
Cook,2021-05-08,Georgia,1825,43.0
Cook,2021-05-08,Illinois,541692,10599.0
Cook,2021-05-08,Minnesota,157,0.0
San Francisco,2021-05-09,California,36645,543.0
Cook,2021-05-09,Georgia,1825,43.0
Cook,2021-05-09,Illinois,542450,10611.0
Cook,2021-05-09,Minnesota,159,0.0
San Francisco,2021-05-10,California,36672,543.0
Cook,2021-05-10,Georgia,1826,43.0
Cook,2021-05-10,Illinois,543111,10618.0
Cook,2021-05-10,Minnesota,161,0.0
San Francisco,2021-05-11,California,36686,543.0
Cook,2021-05-11,Georgia,1827,43.0
Cook,2021-05-11,Illinois,543658,10635.0
Cook,2021-05-11,Minnesota,161,0.0
San Francisco,2021-05-12,California,36710,543.0
Cook,2021-05-12,Georgia,1828,43.0
Cook,2021-05-12,Illinois,544279,10642.0
Cook,2021-05-12,Minnesota,162,0.0
San Francisco,2021-05-13,California,36723,544.0
Cook,2021-05-13,Georgia,1830,43.0
Cook,2021-05-13,Illinois,545041,10655.0
Cook,2021-05-13,Minnesota,162,0.0
San Francisco,2021-05-14,California,36744,544.0
Cook,2021-05-14,Georgia,1831,42.0
Cook,2021-05-14,Illinois,545785,10669.0
Cook,2021-05-14,Minnesota,164,0.0
San Francisco,2021-05-15,California,36774,545.0
Cook,2021-05-15,Georgia,1832,42.0
Cook,2021-05-15,Illinois,546360,10691.0
Cook,2021-05-15,Minnesota,164,0.0
San Francisco,2021-05-16,California,36798,546.0
Cook,2021-05-16,Georgia,1832,42.0
Cook,2021-05-16,Illinois,546908,10699.0
Cook,2021-05-16,Minnesota,166,0.0
San Francisco,2021-05-17,California,36811,546.0
Cook,2021-05-17,Georgia,1833,42.0
Cook,2021-05-17,Illinois,547345,10702.0
Cook,2021-05-17,Minnesota,166,0.0
San Francisco,2021-05-18,California,36819,546.0
Cook,2021-05-18,Georgia,1833,42.0
Cook,2021-05-18,Illinois,547922,10716.0
Cook,2021-05-18,Minnesota,166,0.0
San Francisco,2021-05-19,California,36821,546.0
Cook,2021-05-19,Georgia,1833,42.0
Cook,2021-05-19,Illinois,548542,10729.0
Cook,2021-05-19,Minnesota,167,0.0
San Francisco,2021-05-20,California,36838,546.0
Cook,2021-05-20,Georgia,1835,42.0
Cook,2021-05-20,Illinois,549205,10745.0
Cook,2021-05-20,Minnesota,167,0.0
San Francisco,2021-05-21,California,36863,546.0
Cook,2021-05-21,Georgia,1836,42.0
Cook,2021-05-21,Illinois,549886,10747.0
Cook,2021-05-21,Minnesota,167,0.0
San Francisco,2021-05-22,California,36882,546.0
Cook,2021-05-22,Georgia,1836,42.0
Cook,2021-05-22,Illinois,550396,10768.0
Cook,2021-05-22,Minnesota,167,0.0
San Francisco,2021-05-23,California,36909,547.0
Cook,2021-05-23,Georgia,1836,42.0
Cook,2021-05-23,Illinois,550840,10777.0
Cook,2021-05-23,Minnesota,167,0.0
San Francisco,2021-05-24,California,36930,547.0
Cook,2021-05-24,Georgia,1836,42.0
Cook,2021-05-24,Illinois,551311,10785.0
Cook,2021-05-24,Minnesota,168,0.0
San Francisco,2021-05-25,California,36937,547.0
Cook,2021-05-25,Georgia,1836,42.0
Cook,2021-05-25,Illinois,551609,10796.0
Cook,2021-05-25,Minnesota,168,0.0
San Francisco,2021-05-26,California,36942,546.0
Cook,2021-05-26,Georgia,1836,42.0
Cook,2021-05-26,Illinois,552055,10800.0
Cook,2021-05-26,Minnesota,168,0.0
San Francisco,2021-05-27,California,36957,546.0
Cook,2021-05-27,Georgia,1836,42.0
Cook,2021-05-27,Illinois,552466,10816.0
Cook,2021-05-27,Minnesota,168,0.0
San Francisco,2021-05-28,California,36983,546.0
Cook,2021-05-28,Georgia,1836,43.0
Cook,2021-05-28,Illinois,552901,10826.0
Cook,2021-05-28,Minnesota,169,0.0
San Francisco,2021-05-29,California,36990,546.0
Cook,2021-05-29,Georgia,1837,43.0
Cook,2021-05-29,Illinois,553191,10840.0
Cook,2021-05-29,Minnesota,169,0.0
San Francisco,2021-05-30,California,37011,550.0
Cook,2021-05-30,Georgia,1837,43.0
Cook,2021-05-30,Illinois,553474,10848.0
Cook,2021-05-30,Minnesota,170,0.0
San Francisco,2021-05-31,California,37019,550.0
Cook,2021-05-31,Georgia,1837,43.0
Cook,2021-05-31,Illinois,553716,10875.0
Cook,2021-05-31,Minnesota,170,0.0
San Francisco,2021-06-01,California,37025,550.0
Cook,2021-06-01,Georgia,1837,43.0
Cook,2021-06-01,Illinois,553926,10882.0
Cook,2021-06-01,Minnesota,170,0.0
San Francisco,2021-06-02,California,37034,550.0
Cook,2021-06-02,Georgia,1839,43.0
Cook,2021-06-02,Illinois,554124,10885.0
Cook,2021-06-02,Minnesota,170,0.0
San Francisco,2021-06-03,California,37053,550.0
Cook,2021-06-03,Georgia,1840,43.0
Cook,2021-06-03,Illinois,554390,10893.0
Cook,2021-06-03,Minnesota,170,0.0
San Francisco,2021-06-04,California,37075,551.0
Cook,2021-06-04,Georgia,1840,43.0
Cook,2021-06-04,Illinois,554604,10896.0
Cook,2021-06-04,Minnesota,170,0.0
San Francisco,2021-06-05,California,37082,551.0
Cook,2021-06-05,Georgia,1840,44.0
Cook,2021-06-05,Illinois,554813,10912.0
Cook,2021-06-05,Minnesota,170,0.0
San Francisco,2021-06-06,California,37114,552.0
Cook,2021-06-06,Georgia,1841,44.0
Cook,2021-06-06,Illinois,554962,10923.0
Cook,2021-06-06,Minnesota,170,0.0
San Francisco,2021-06-07,California,37121,552.0
Cook,2021-06-07,Georgia,1841,44.0
Cook,2021-06-07,Illinois,555060,10934.0
Cook,2021-06-07,Minnesota,171,0.0
San Francisco,2021-06-08,California,37125,552.0
Cook,2021-06-08,Georgia,1845,44.0
Cook,2021-06-08,Illinois,555195,10938.0
Cook,2021-06-08,Minnesota,171,0.0
San Francisco,2021-06-09,California,37137,552.0
Cook,2021-06-09,Georgia,1846,44.0
Cook,2021-06-09,Illinois,555344,10948.0
Cook,2021-06-09,Minnesota,171,0.0
San Francisco,2021-06-10,California,37146,552.0
Cook,2021-06-10,Georgia,1848,44.0
Cook,2021-06-10,Illinois,555488,10954.0
Cook,2021-06-10,Minnesota,171,0.0
San Francisco,2021-06-11,California,37162,552.0
Cook,2021-06-11,Georgia,1852,44.0
Cook,2021-06-11,Illinois,555646,10965.0
Cook,2021-06-11,Minnesota,171,0.0
San Francisco,2021-06-12,California,37180,555.0
Cook,2021-06-12,Georgia,1853,44.0
Cook,2021-06-12,Illinois,555734,10974.0
Cook,2021-06-12,Minnesota,172,0.0
San Francisco,2021-06-13,California,37192,555.0
Cook,2021-06-13,Georgia,1853,44.0
Cook,2021-06-13,Illinois,555850,10978.0
Cook,2021-06-13,Minnesota,172,0.0
San Francisco,2021-06-14,California,37200,555.0
Cook,2021-06-14,Georgia,1854,44.0
Cook,2021-06-14,Illinois,555902,10982.0
Cook,2021-06-14,Minnesota,172,0.0
San Francisco,2021-06-15,California,37209,555.0
Cook,2021-06-15,Georgia,1855,44.0
Cook,2021-06-15,Illinois,555976,10993.0
Cook,2021-06-15,Minnesota,172,0.0
San Francisco,2021-06-16,California,37213,555.0
Cook,2021-06-16,Georgia,1856,44.0
Cook,2021-06-16,Illinois,556107,11006.0
Cook,2021-06-16,Minnesota,172,0.0
San Francisco,2021-06-17,California,37225,555.0
Cook,2021-06-17,Georgia,1858,44.0
Cook,2021-06-17,Illinois,556179,11011.0
Cook,2021-06-17,Minnesota,172,0.0
San Francisco,2021-06-18,California,37246,556.0
Cook,2021-06-18,Georgia,1864,44.0
Cook,2021-06-18,Illinois,556201,11016.0
Cook,2021-06-18,Minnesota,172,0.0
San Francisco,2021-06-19,California,37249,556.0
Cook,2021-06-19,Georgia,1865,44.0
Cook,2021-06-19,Illinois,556201,11016.0
Cook,2021-06-19,Minnesota,172,0.0
San Francisco,2021-06-20,California,37259,556.0
Cook,2021-06-20,Georgia,1865,44.0
Cook,2021-06-20,Illinois,556201,11016.0
Cook,2021-06-20,Minnesota,172,0.0
San Francisco,2021-06-21,California,37272,556.0
Cook,2021-06-21,Georgia,1865,44.0
